,TCD_ID,DESCRIPTION,URL,STATUS,Test_Complexity,Test_Coverage_Level
0,14013178927,Verify BIOS provide DDR-RFIM feature enable/disable status via MCHBAR,https://hsdes.intel.com/appstore/article/#/14013178927,,Low,L1 DailyCI-Basic-Sanity
1,14013159812,Verify AET trace log capture through NPK,https://hsdes.intel.com/appstore/article/#/14013159812,,High,L3 Extended-BAT-FV
2,14013176721,Verify that BIOS can enable and Disable for Connected Standby,https://hsdes.intel.com/appstore/article/#/14013176721,,Low,L3 Extended-BAT-FV
3,14013184965,System stability test while performing Hybrid Sleep cycles with ongoing video playback,https://hsdes.intel.com/appstore/article/#/14013184965,,Low,L4 Extended-FV
4,14013163239,"Verify TBT3 device enumeration after S4,S5 and warm boot cycles with PCIE tunneling disabled",https://hsdes.intel.com/appstore/article/#/14013163239,,Low,L3 Extended-BAT-FV
5,14013166925,Verify Fast Boot Timing is impacted not more than threshold limit with and without TPM enabled,https://hsdes.intel.com/appstore/article/#/14013166925,,Medium,L3 Extended-BAT-FV
6,14013176807,Verify PCIe SD Card detection after multiple cycles of plug and play media file,https://hsdes.intel.com/appstore/article/#/14013176807,,Medium,L3 Extended-BAT-FV
7,14013157151,Verify Timed MWait status via PKG_CST_CONFIG_CONTROL MSR,https://hsdes.intel.com/appstore/article/#/14013157151,,Low,L3 Extended-BAT-FV
8,16012878689,Verify BIOS setup menu provides options to set FAN RPM Control (CPU FAN Control),https://hsdes.intel.com/appstore/article/#/16012878689,,Low,L3 Extended-BAT-FV
9,14013168861,Verify Platform supported memory sizes & combinations using the MTRR tool,https://hsdes.intel.com/appstore/article/#/14013168861,,Low,L4 Extended-FV
10,14013120930,Verify RTIT(Run Time Instruction Trace) feature for Processor Trace,https://hsdes.intel.com/appstore/article/#/14013120930,,High,L3 Extended-BAT-FV
11,14013175664,Verify valid board ID and Board name displayed in BIOS,https://hsdes.intel.com/appstore/article/#/14013175664,,Low,L4 Extended-FV
12,14013158797,"Verify USB3.1 Gen2 device functionality with pre and post Sx (S3,S4,S5) cycles over Type-C port",https://hsdes.intel.com/appstore/article/#/14013158797,,Low,L3 Extended-BAT-FV
13,14013157153,"Verify Platform support ""Timed MWait"" Feature via PLATFORM_INFO MSR",https://hsdes.intel.com/appstore/article/#/14013157153,,Low,L3 Extended-BAT-FV
14,14013161649,Verify BIOS have ability to enable and disable Wake on LAN,https://hsdes.intel.com/appstore/article/#/14013161649,,High,L3 Extended-BAT-FV
15,14013168337,"Verify that all Memory related options are available under ""Memory Configuration"" page.",https://hsdes.intel.com/appstore/article/#/14013168337,,Low,L3 Extended-BAT-FV
16,14013114906,Verify USB 3.0 device functionality over Type-C port after resume from C-MoS when device is plugged in when SUT is in C-MoS,https://hsdes.intel.com/appstore/article/#/14013114906,,Medium,L4 Extended-FV
17,22011834531,Verify TCSS FW version are updated in FVI table,https://hsdes.intel.com/appstore/article/#/22011834531,,High,L3 Extended-BAT-FV
18,14013174396,Verify C10 and Slp-S0 is achieved in Connected MOS during video play back,https://hsdes.intel.com/appstore/article/#/14013174396,,Medium,L3 Extended-BAT-FV
19,14013156839,Verify CPU Turbo feature via IA32_MISC_ENABLE MSR,https://hsdes.intel.com/appstore/article/#/14013156839,,Low,L3 Extended-BAT-FV
20,14013158501,Verify system stability on performing 3 cycles of Warm and Cold boot cycles,https://hsdes.intel.com/appstore/article/#/14013158501,,Low,L3 Extended-BAT-FV
21,14013161426,Verify Ability to get debug logs with different serial debug messages settings,https://hsdes.intel.com/appstore/article/#/14013161426,,High,L3 Extended-BAT-FV
22,14013163375,Validate USB4 Dock Device functionality after CMS Cycles,https://hsdes.intel.com/appstore/article/#/14013163375,,High,L3 Extended-BAT-FV
23,14013176978,Verifying PCIe-USB add-on card support post Sx Cycle,https://hsdes.intel.com/appstore/article/#/14013176978,,Low,L4 Extended-FV
24,14013120738,Verify that MRC training is not repeated after the fast boot and force repeated post cold boot.,https://hsdes.intel.com/appstore/article/#/14013120738,,Medium,L4 Extended-FV
25,14013158557,Verify System stays in S5 when power button is pressed while in Bios page (Negative Test ),https://hsdes.intel.com/appstore/article/#/14013158557,,Low,L4 Extended-FV
26,14013120792,Verify the memory information in Task Manager,https://hsdes.intel.com/appstore/article/#/14013120792,,Low,L3 Extended-BAT-FV
27,14013159714,[TBT] Verify Boot to OS functionality on different TBT controller using legacy USB2.0 device,https://hsdes.intel.com/appstore/article/#/14013159714,,High,L3 Extended-BAT-FV
28,14013121275,Verify concurrent use of USB device functionality over USB Type A and Type-C Port,https://hsdes.intel.com/appstore/article/#/14013121275,,High,L4 Extended-FV
29,14013158464,Verify that the TCO watchdog is Disabled by Default,https://hsdes.intel.com/appstore/article/#/14013158464,,Medium,L4 Extended-FV
30,14013158256,Verify hot-plug functionality of TBT device between S3 and resume phases,https://hsdes.intel.com/appstore/article/#/14013158256,,Low,L3 Extended-BAT-FV
31,14013177326,Verify device ID of Integrated Error Handler,https://hsdes.intel.com/appstore/article/#/14013177326,,Low,L3 Extended-BAT-FV
32,14013175946,Verify that when BIOS detects a PCIe NAND Storage device it should enumerate under AHCI Controller by default,https://hsdes.intel.com/appstore/article/#/14013175946,,Low,L3 Extended-BAT-FV
33,14013165131,Verify USB2.0/3.0 device enumeration in EFI over USB4 Hub,https://hsdes.intel.com/appstore/article/#/14013165131,,Low,L3 Extended-BAT-FV
34,14013176393,Verify system exposes LPSS UART as Legacy UART Device,https://hsdes.intel.com/appstore/article/#/14013176393,,Medium,L4 Extended-FV
35,14013161430,verify TBT D3 flow when APSM is in L1.2 state,https://hsdes.intel.com/appstore/article/#/14013161430,,Medium,L3 Extended-BAT-FV
36,14013167005,Verify additional restart occurs when system falls back from fast boot to full boot with TPM enabled,https://hsdes.intel.com/appstore/article/#/14013167005,,Low,L4 Extended-FV
37,14013161588,Verify PSMI Configuration through control register using PythonSV tool,https://hsdes.intel.com/appstore/article/#/14013161588,,High,L4 Extended-FV
38,16014193686,Validate USB3.2 Gen2x2 Storage device functionality after S3 Cycles,https://hsdes.intel.com/appstore/article/#/16014193686,,Low,L3 Extended-BAT-FV
39,14013175715,Verification of HPET (High Precision Event Timer) initialization,https://hsdes.intel.com/appstore/article/#/14013175715,,Low,L4 Extended-FV
40,14013156868,"Verify that BIOS has an option to configure C-State ""Auto Demotion"" and C-State ""Un-demotion"".",https://hsdes.intel.com/appstore/article/#/14013156868,,Low,L3 Extended-BAT-FV
41,14013156911,Verify that Package PL2 value is 1.25 times higher than PL1 value,https://hsdes.intel.com/appstore/article/#/14013156911,,Low,L3 Extended-BAT-FV
42,14013158378,Verify PCIe device enumeration before/after Sx-cycles,https://hsdes.intel.com/appstore/article/#/14013158378,,Medium,L3 Extended-BAT-FV
43,14013178302,Verify RTD3 support for NVME SSD connected over CPU M.2 Slot,https://hsdes.intel.com/appstore/article/#/14013178302,,Low,L4 Extended-FV
44,14013159852,Verify Package C10 Residency post Hibernation,https://hsdes.intel.com/appstore/article/#/14013159852,,Low,L3 Extended-BAT-FV
45,14013161298,Verify PPIN Feature when SUT is in Manufacturing mode,https://hsdes.intel.com/appstore/article/#/14013161298,,Low,L3 Extended-BAT-FV
46,14013114695,"Validate Type-C USB2.0 Host Mode (Type-C to A) functionality - after S3, device connected when SUT is in S3 state",https://hsdes.intel.com/appstore/article/#/14013114695,,Medium,L4 Extended-FV
